Year_Range,Migration_val,Total,Total_Imm,State_Native,Total_Pop,state,Country_Origin
1966-1975,1548,51855,2067794,5407771,7475565,New South Wales,Polynesia (excludes Hawaii)
1976-1985,6147,51855,2067794,5407771,7475565,New South Wales,Polynesia (excludes Hawaii)
1986-1995,15780,51855,2067794,5407771,7475565,New South Wales,Polynesia (excludes Hawaii)
1996-2005,13601,51855,2067794,5407771,7475565,New South Wales,Polynesia (excludes Hawaii)
2006-2015,1267,2186,45293,183429,228722,Northern Territory,Southern and East Africa
1900-1945,0,2186,45293,183429,228722,Northern Territory,Southern and East Africa
1946-1955,4,2186,45293,183429,228722,Northern Territory,Southern and East Africa
1956-1965,41,2186,45293,183429,228722,Northern Territory,Southern and East Africa
1966-1975,72,2186,45293,183429,228722,Northern Territory,Southern and East Africa
1976-1985,104,2186,45293,183429,228722,Northern Territory,Southern and East Africa
1986-1995,119,2186,45293,183429,228722,Northern Territory,Southern and East Africa
1996-2005,464,2186,45293,183429,228722,Northern Territory,Southern and East Africa
2006-2015,498,3080,1675076,4246361,5921437,Victoria,Melanesia
1900-1945,42,3080,1675076,4246361,5921437,Victoria,Melanesia
1946-1955,59,3080,1675076,4246361,5921437,Victoria,Melanesia
1956-1965,257,3080,1675076,4246361,5921437,Victoria,Melanesia
1966-1975,845,3080,1675076,4246361,5921437,Victoria,Melanesia
1976-1985,614,3080,1675076,4246361,5921437,Victoria,Melanesia
1986-1995,276,3080,1675076,4246361,5921437,Victoria,Melanesia
1996-2005,250,3080,1675076,4246361,5921437,Victoria,Melanesia
2006-2015,41,350,61071,448728,509799,Tasmania,Melanesia
1900-1945,8,350,61071,448728,509799,Tasmania,Melanesia
1946-1955,10,350,61071,448728,509799,Tasmania,Melanesia
1956-1965,35,350,61071,448728,509799,Tasmania,Melanesia
1966-1975,128,350,61071,448728,509799,Tasmania,Melanesia
1976-1985,65,350,61071,448728,509799,Tasmania,Melanesia
1986-1995,24,350,61071,448728,509799,Tasmania,Melanesia
1996-2005,17,350,61071,448728,509799,Tasmania,Melanesia
2006-2015,638,1136,61071,448728,509799,Tasmania,Middle East
1900-1945,0,1136,61071,448728,509799,Tasmania,Middle East
1946-1955,12,1136,61071,448728,509799,Tasmania,Middle East
1956-1965,12,1136,61071,448728,509799,Tasmania,Middle East
1966-1975,72,1136,61071,448728,509799,Tasmania,Middle East
1976-1985,63,1136,61071,448728,509799,Tasmania,Middle East
1986-1995,82,1136,61071,448728,509799,Tasmania,Middle East
1996-2005,105,1136,61071,448728,509799,Tasmania,Middle East
2006-2015,46,235,2067794,5407771,7475565,New South Wales,Micronesia
1900-1945,4,235,2067794,5407771,7475565,New South Wales,Micronesia
1946-1955,7,235,2067794,5407771,7475565,New South Wales,Micronesia
1956-1965,20,235,2067794,5407771,7475565,New South Wales,Micronesia
1966-1975,27,235,2067794,5407771,7475565,New South Wales,Micronesia
1976-1985,46,235,2067794,5407771,7475565,New South Wales,Micronesia
1986-1995,29,235,2067794,5407771,7475565,New South Wales,Micronesia
1996-2005,48,235,2067794,5407771,7475565,New South Wales,Micronesia
2006-2015,2631,7117,1013715,3687318,4701033,Queensland,North Africa
1900-1945,0,7117,1013715,3687318,4701033,Queensland,North Africa
1946-1955,244,7117,1013715,3687318,4701033,Queensland,North Africa
1956-1965,464,7117,1013715,3687318,4701033,Queensland,North Africa
1966-1975,465,7117,1013715,3687318,4701033,Queensland,North Africa
1976-1985,174,7117,1013715,3687318,4701033,Queensland,North Africa
1986-1995,357,7117,1013715,3687318,4701033,Queensland,North Africa
1996-2005,2411,7117,1013715,3687318,4701033,Queensland,North Africa
2006-2015,833,2236,796296,1676721,2473017,Western Australia,Melanesia
1900-1945,15,2236,796296,1676721,2473017,Western Australia,Melanesia
1946-1955,27,2236,796296,1676721,2473017,Western Australia,Melanesia
1956-1965,113,2236,796296,1676721,2473017,Western Australia,Melanesia
1966-1975,457,2236,796296,1676721,2473017,Western Australia,Melanesia
1976-1985,297,2236,796296,1676721,2473017,Western Australia,Melanesia
1986-1995,200,2236,796296,1676721,2473017,Western Australia,Melanesia
1996-2005,141,2236,796296,1676721,2473017,Western Australia,Melanesia
2006-2015,13823,69128,2067794,5407771,7475565,New South Wales,Western Europe
1900-1945,394,69128,2067794,5407771,7475565,New South Wales,Western Europe
1946-1955,14637,69128,2067794,5407771,7475565,New South Wales,Western Europe
1956-1965,11821,69128,2067794,5407771,7475565,New South Wales,Western Europe
1966-1975,7880,69128,2067794,5407771,7475565,New South Wales,Western Europe
1976-1985,5179,69128,2067794,5407771,7475565,New South Wales,Western Europe
1986-1995,4388,69128,2067794,5407771,7475565,New South Wales,Western Europe
1996-2005,7139,69128,2067794,5407771,7475565,New South Wales,Western Europe
2006-2015,30281,69436,1013715,3687318,4701033,Queensland,Maritime South-East Asia
1900-1945,91,69436,1013715,3687318,4701033,Queensland,Maritime South-East Asia
1946-1955,378,69436,1013715,3687318,4701033,Queensland,Maritime South-East Asia
1956-1965,1381,69436,1013715,3687318,4701033,Queensland,Maritime South-East Asia
1966-1975,3180,69436,1013715,3687318,4701033,Queensland,Maritime South-East Asia
1976-1985,6955,69436,1013715,3687318,4701033,Queensland,Maritime South-East Asia
1986-1995,11319,69436,1013715,3687318,4701033,Queensland,Maritime South-East Asia
1996-2005,11370,69436,1013715,3687318,4701033,Queensland,Maritime South-East Asia
2006-2015,33969,79222,796296,1676721,2473017,Western Australia,New Zealand
1900-1945,54,79222,796296,1676721,2473017,Western Australia,New Zealand
1946-1955,149,79222,796296,1676721,2473017,Western Australia,New Zealand
1956-1965,666,79222,796296,1676721,2473017,Western Australia,New Zealand
1966-1975,4041,79222,796296,1676721,2473017,Western Australia,New Zealand
1976-1985,9907,79222,796296,1676721,2473017,Western Australia,New Zealand
1986-1995,12935,79222,796296,1676721,2473017,Western Australia,New Zealand
1996-2005,13704,79222,796296,1676721,2473017,Western Australia,New Zealand
2006-2015,2425,19730,796296,1676721,2473017,Western Australia,South Eastern Europe
1900-1945,137,19730,796296,1676721,2473017,Western Australia,South Eastern Europe
1946-1955,1131,19730,796296,1676721,2473017,Western Australia,South Eastern Europe
1956-1965,2451,19730,796296,1676721,2473017,Western Australia,South Eastern Europe
1966-1975,3802,19730,796296,1676721,2473017,Western Australia,South Eastern Europe
1976-1985,1325,19730,796296,1676721,2473017,Western Australia,South Eastern Europe
1986-1995,3494,19730,796296,1676721,2473017,Western Australia,South Eastern Europe
1996-2005,4337,19730,796296,1676721,2473017,Western Australia,South Eastern Europe
2006-2015,77,505,61071,448728,509799,Tasmania,Northern Europe
1900-1945,0,505,61071,448728,509799,Tasmania,Northern Europe
1946-1955,28,505,61071,448728,509799,Tasmania,Northern Europe
1956-1965,102,505,61071,448728,509799,Tasmania,Northern Europe
1966-1975,140,505,61071,448728,509799,Tasmania,Northern Europe
1976-1985,51,505,61071,448728,509799,Tasmania,Northern Europe
1986-1995,46,505,61071,448728,509799,Tasmania,Northern Europe
1996-2005,42,505,61071,448728,509799,Tasmania,Northern Europe
2006-2015,35913,88330,1675076,4246361,5921437,Victoria,Middle East
1900-1945,131,88330,1675076,4246361,5921437,Victoria,Middle East
1946-1955,494,88330,1675076,4246361,5921437,Victoria,Middle East
1956-1965,1086,88330,1675076,4246361,5921437,Victoria,Middle East
1966-1975,9082,88330,1675076,4246361,5921437,Victoria,Middle East
1976-1985,8201,88330,1675076,4246361,5921437,Victoria,Middle East
1986-1995,12428,88330,1675076,4246361,5921437,Victoria,Middle East
1996-2005,15053,88330,1675076,4246361,5921437,Victoria,Middle East
2006-2015,464,1009,61071,448728,509799,Tasmania,Japan and the Koreas
1900-1945,0,1009,61071,448728,509799,Tasmania,Japan and the Koreas
1946-1955,8,1009,61071,448728,509799,Tasmania,Japan and the Koreas
1956-1965,10,1009,61071,448728,509799,Tasmania,Japan and the Koreas
1966-1975,16,1009,61071,448728,509799,Tasmania,Japan and the Koreas
1976-1985,44,1009,61071,448728,509799,Tasmania,Japan and the Koreas
1986-1995,130,1009,61071,448728,509799,Tasmania,Japan and the Koreas
1996-2005,212,1009,61071,448728,509799,Tasmania,Japan and the Koreas
2006-2015,27,50,45293,183429,228722,Northern Territory,Caribbean
1900-1945,0,50,45293,183429,228722,Northern Territory,Caribbean
1946-1955,0,50,45293,183429,228722,Northern Territory,Caribbean
1956-1965,0,50,45293,183429,228722,Northern Territory,Caribbean
1966-1975,7,50,45293,183429,228722,Northern Territory,Caribbean
1976-1985,3,50,45293,183429,228722,Northern Territory,Caribbean
1986-1995,4,50,45293,183429,228722,Northern Territory,Caribbean
1996-2005,3,50,45293,183429,228722,Northern Territory,Caribbean
2006-2015,23304,64571,1675076,4246361,5921437,Victoria,Southern and East Africa
1900-1945,34,64571,1675076,4246361,5921437,Victoria,Southern and East Africa
1946-1955,165,64571,1675076,4246361,5921437,Victoria,Southern and East Africa
1956-1965,1142,64571,1675076,4246361,5921437,Victoria,Southern and East Africa
1966-1975,5106,64571,1675076,4246361,5921437,Victoria,Southern and East Africa
1976-1985,5991,64571,1675076,4246361,5921437,Victoria,Southern and East Africa
1986-1995,9662,64571,1675076,4246361,5921437,Victoria,Southern and East Africa
1996-2005,16408,64571,1675076,4246361,5921437,Victoria,Southern and East Africa
2006-2015,550,929,104898,292235,397133,Australian Capital Territory,Central and West Africa
1900-1945,0,929,104898,292235,397133,Australian Capital Territory,Central and West Africa
1946-1955,0,929,104898,292235,397133,Australian Capital Territory,Central and West Africa
1956-1965,12,929,104898,292235,397133,Australian Capital Territory,Central and West Africa
1966-1975,18,929,104898,292235,397133,Australian Capital Territory,Central and West Africa
1976-1985,43,929,104898,292235,397133,Australian Capital Territory,Central and West Africa
1986-1995,71,929,104898,292235,397133,Australian Capital Territory,Central and West Africa
1996-2005,173,929,104898,292235,397133,Australian Capital Territory,Central and West Africa
2006-2015,6899,13695,383274,1292558,1675832,South Australia,Southern and East Africa
1900-1945,9,13695,383274,1292558,1675832,South Australia,Southern and East Africa
1946-1955,47,13695,383274,1292558,1675832,South Australia,Southern and East Africa
1956-1965,362,13695,383274,1292558,1675832,South Australia,Southern and East Africa
1966-1975,599,13695,383274,1292558,1675832,South Australia,Southern and East Africa
1976-1985,701,13695,383274,1292558,1675832,South Australia,Southern and East Africa
1986-1995,824,13695,383274,1292558,1675832,South Australia,Southern and East Africa
1996-2005,3470,13695,383274,1292558,1675832,South Australia,Southern and East Africa
2006-2015,4055,16596,6148891,17238226,23387117,Total,Central America
1900-1945,8,16596,6148891,17238226,23387117,Total,Central America
1946-1955,13,16596,6148891,17238226,23387117,Total,Central America
1956-1965,54,16596,6148891,17238226,23387117,Total,Central America
1966-1975,282,16596,6148891,17238226,23387117,Total,Central America
1976-1985,1980,16596,6148891,17238226,23387117,Total,Central America
1986-1995,7918,16596,6148891,17238226,23387117,Total,Central America
1996-2005,1457,16596,6148891,17238226,23387117,Total,Central America
2006-2015,358,1380,1013715,3687318,4701033,Queensland,Caribbean
1900-1945,3,1380,1013715,3687318,4701033,Queensland,Caribbean
1946-1955,17,1380,1013715,3687318,4701033,Queensland,Caribbean
1956-1965,48,1380,1013715,3687318,4701033,Queensland,Caribbean
1966-1975,372,1380,1013715,3687318,4701033,Queensland,Caribbean
1976-1985,170,1380,1013715,3687318,4701033,Queensland,Caribbean
1986-1995,134,1380,1013715,3687318,4701033,Queensland,Caribbean
1996-2005,224,1380,1013715,3687318,4701033,Queensland,Caribbean
2006-2015,88,1114,61071,448728,509799,Tasmania,Southern Europe
1900-1945,6,1114,61071,448728,509799,Tasmania,Southern Europe
1946-1955,218,1114,61071,448728,509799,Tasmania,Southern Europe
1956-1965,423,1114,61071,448728,509799,Tasmania,Southern Europe
1966-1975,179,1114,61071,448728,509799,Tasmania,Southern Europe
1976-1985,56,1114,61071,448728,509799,Tasmania,Southern Europe
1986-1995,33,1114,61071,448728,509799,Tasmania,Southern Europe
1996-2005,35,1114,61071,448728,509799,Tasmania,Southern Europe
2006-2015,9477,24037,2067794,5407771,7475565,New South Wales,Ireland
1900-1945,66,24037,2067794,5407771,7475565,New South Wales,Ireland
1946-1955,387,24037,2067794,5407771,7475565,New South Wales,Ireland
1956-1965,1204,24037,2067794,5407771,7475565,New South Wales,Ireland
1966-1975,3326,24037,2067794,5407771,7475565,New South Wales,Ireland
1976-1985,1613,24037,2067794,5407771,7475565,New South Wales,Ireland
1986-1995,3332,24037,2067794,5407771,7475565,New South Wales,Ireland
1996-2005,3570,24037,2067794,5407771,7475565,New South Wales,Ireland
2006-2015,2980,4760,1013715,3687318,4701033,Queensland,Central and West Africa
1900-1945,0,4760,1013715,3687318,4701033,Queensland,Central and West Africa
1946-1955,6,4760,1013715,3687318,4701033,Queensland,Central and West Africa
1956-1965,40,4760,1013715,3687318,4701033,Queensland,Central and West Africa
1966-1975,124,4760,1013715,3687318,4701033,Queensland,Central and West Africa
1976-1985,79,4760,1013715,3687318,4701033,Queensland,Central and West Africa
1986-1995,157,4760,1013715,3687318,4701033,Queensland,Central and West Africa
1996-2005,846,4760,1013715,3687318,4701033,Queensland,Central and West Africa
2006-2015,56962,233047,796296,1676721,2473017,Western Australia,"United Kingdom, Channel Islands and Isle of Man"
1900-1945,688,233047,796296,1676721,2473017,Western Australia,"United Kingdom, Channel Islands and Isle of Man"
1946-1955,7719,233047,796296,1676721,2473017,Western Australia,"United Kingdom, Channel Islands and Isle of Man"
1956-1965,18421,233047,796296,1676721,2473017,Western Australia,"United Kingdom, Channel Islands and Isle of Man"
1966-1975,56815,233047,796296,1676721,2473017,Western Australia,"United Kingdom, Channel Islands and Isle of Man"
1976-1985,27028,233047,796296,1676721,2473017,Western Australia,"United Kingdom, Channel Islands and Isle of Man"
1986-1995,28349,233047,796296,1676721,2473017,Western Australia,"United Kingdom, Channel Islands and Isle of Man"
1996-2005,29184,233047,796296,1676721,2473017,Western Australia,"United Kingdom, Channel Islands and Isle of Man"
2006-2015,31253,52722,6148891,17238226,23387117,Total,Central Asia
1900-1945,4,52722,6148891,17238226,23387117,Total,Central Asia
1946-1955,33,52722,6148891,17238226,23387117,Total,Central Asia
1956-1965,49,52722,6148891,17238226,23387117,Total,Central Asia
1966-1975,203,52722,6148891,17238226,23387117,Total,Central Asia
1976-1985,784,52722,6148891,17238226,23387117,Total,Central Asia
1986-1995,4877,52722,6148891,17238226,23387117,Total,Central Asia
1996-2005,12439,52722,6148891,17238226,23387117,Total,Central Asia
2006-2015,119,373,45293,183429,228722,Northern Territory,North Africa
1900-1945,0,373,45293,183429,228722,Northern Territory,North Africa
1946-1955,0,373,45293,183429,228722,Northern Territory,North Africa
1956-1965,4,373,45293,183429,228722,Northern Territory,North Africa
1966-1975,19,373,45293,183429,228722,Northern Territory,North Africa
1976-1985,6,373,45293,183429,228722,Northern Territory,North Africa
1986-1995,10,373,45293,183429,228722,Northern Territory,North Africa
1996-2005,198,373,45293,183429,228722,Northern Territory,North Africa
2006-2015,6457,23838,1675076,4246361,5921437,Victoria,North Africa
1900-1945,26,23838,1675076,4246361,5921437,Victoria,North Africa
1946-1955,993,23838,1675076,4246361,5921437,Victoria,North Africa
1956-1965,2554,23838,1675076,4246361,5921437,Victoria,North Africa
1966-1975,2772,23838,1675076,4246361,5921437,Victoria,North Africa
1976-1985,866,23838,1675076,4246361,5921437,Victoria,North Africa
1986-1995,2372,23838,1675076,4246361,5921437,Victoria,North Africa
1996-2005,6803,23838,1675076,4246361,5921437,Victoria,North Africa
2006-2015,608,2074,104898,292235,397133,Australian Capital Territory,South America
1900-1945,0,2074,104898,292235,397133,Australian Capital Territory,South America
1946-1955,6,2074,104898,292235,397133,Australian Capital Territory,South America
1956-1965,21,2074,104898,292235,397133,Australian Capital Territory,South America
1966-1975,363,2074,104898,292235,397133,Australian Capital Territory,South America
1976-1985,280,2074,104898,292235,397133,Australian Capital Territory,South America
1986-1995,430,2074,104898,292235,397133,Australian Capital Territory,South America
1996-2005,272,2074,104898,292235,397133,Australian Capital Territory,South America
2006-2015,2407,3837,61071,448728,509799,Tasmania,Chinese Asia (includes Mongolia)
1900-1945,12,3837,61071,448728,509799,Tasmania,Chinese Asia (includes Mongolia)
1946-1955,23,3837,61071,448728,509799,Tasmania,Chinese Asia (includes Mongolia)
1956-1965,68,3837,61071,448728,509799,Tasmania,Chinese Asia (includes Mongolia)
1966-1975,62,3837,61071,448728,509799,Tasmania,Chinese Asia (includes Mongolia)
1976-1985,83,3837,61071,448728,509799,Tasmania,Chinese Asia (includes Mongolia)
1986-1995,199,3837,61071,448728,509799,Tasmania,Chinese Asia (includes Mongolia)
1996-2005,401,3837,61071,448728,509799,Tasmania,Chinese Asia (includes Mongolia)
2006-2015,124023,293123,2067794,5407771,7475565,New South Wales,Chinese Asia (includes Mongolia)
1900-1945,297,293123,2067794,5407771,7475565,New South Wales,Chinese Asia (includes Mongolia)
1946-1955,1143,293123,2067794,5407771,7475565,New South Wales,Chinese Asia (includes Mongolia)
1956-1965,2816,293123,2067794,5407771,7475565,New South Wales,Chinese Asia (includes Mongolia)
1966-1975,4025,293123,2067794,5407771,7475565,New South Wales,Chinese Asia (includes Mongolia)
1976-1985,14066,293123,2067794,5407771,7475565,New South Wales,Chinese Asia (includes Mongolia)
1986-1995,56982,293123,2067794,5407771,7475565,New South Wales,Chinese Asia (includes Mongolia)
1996-2005,65820,293123,2067794,5407771,7475565,New South Wales,Chinese Asia (includes Mongolia)
2006-2015,38616,73988,1013715,3687318,4701033,Queensland,Chinese Asia (includes Mongolia)
1900-1945,103,73988,1013715,3687318,4701033,Queensland,Chinese Asia (includes Mongolia)
1946-1955,334,73988,1013715,3687318,4701033,Queensland,Chinese Asia (includes Mongolia)
1956-1965,736,73988,1013715,3687318,4701033,Queensland,Chinese Asia (includes Mongolia)
1966-1975,788,73988,1013715,3687318,4701033,Queensland,Chinese Asia (includes Mongolia)
1976-1985,1999,73988,1013715,3687318,4701033,Queensland,Chinese Asia (includes Mongolia)
1986-1995,9355,73988,1013715,3687318,4701033,Queensland,Chinese Asia (includes Mongolia)
1996-2005,13862,73988,1013715,3687318,4701033,Queensland,Chinese Asia (includes Mongolia)
2006-2015,1956,3756,383274,1292558,1675832,South Australia,South America
1900-1945,6,3756,383274,1292558,1675832,South Australia,South America
1946-1955,10,3756,383274,1292558,1675832,South Australia,South America
1956-1965,47,3756,383274,1292558,1675832,South Australia,South America
1966-1975,382,3756,383274,1292558,1675832,South Australia,South America
1976-1985,374,3756,383274,1292558,1675832,South Australia,South America
1986-1995,378,3756,383274,1292558,1675832,South Australia,South America
1996-2005,388,3756,383274,1292558,1675832,South Australia,South America
2006-2015,12097,23320,1675076,4246361,5921437,Victoria,Japan and the Koreas
1900-1945,8,23320,1675076,4246361,5921437,Victoria,Japan and the Koreas
1946-1955,96,23320,1675076,4246361,5921437,Victoria,Japan and the Koreas
1956-1965,91,23320,1675076,4246361,5921437,Victoria,Japan and the Koreas
1966-1975,248,23320,1675076,4246361,5921437,Victoria,Japan and the Koreas
1976-1985,707,23320,1675076,4246361,5921437,Victoria,Japan and the Koreas
1986-1995,1882,23320,1675076,4246361,5921437,Victoria,Japan and the Koreas
1996-2005,5605,23320,1675076,4246361,5921437,Victoria,Japan and the Koreas
2006-2015,222,798,45293,183429,228722,Northern Territory,Southern Europe
1900-1945,0,798,45293,183429,228722,Northern Territory,Southern Europe
1946-1955,59,798,45293,183429,228722,Northern Territory,Southern Europe
1956-1965,122,798,45293,183429,228722,Northern Territory,Southern Europe
1966-1975,142,798,45293,183429,228722,Northern Territory,Southern Europe
1976-1985,89,798,45293,183429,228722,Northern Territory,Southern Europe
1986-1995,53,798,45293,183429,228722,Northern Territory,Southern Europe
1996-2005,35,798,45293,183429,228722,Northern Territory,Southern Europe
2006-2015,109,663,45293,183429,228722,Northern Territory,Melanesia
1900-1945,3,663,45293,183429,228722,Northern Territory,Melanesia
1946-1955,5,663,45293,183429,228722,Northern Territory,Melanesia
1956-1965,27,663,45293,183429,228722,Northern Territory,Melanesia
1966-1975,149,663,45293,183429,228722,Northern Territory,Melanesia
1976-1985,147,663,45293,183429,228722,Northern Territory,Melanesia
1986-1995,92,663,45293,183429,228722,Northern Territory,Melanesia
1996-2005,91,663,45293,183429,228722,Northern Territory,Melanesia
2006-2015,167,338,45293,183429,228722,Northern Territory,South America
1900-1945,0,338,45293,183429,228722,Northern Territory,South America
1946-1955,0,338,45293,183429,228722,Northern Territory,South America
1956-1965,7,338,45293,183429,228722,Northern Territory,South America
1966-1975,34,338,45293,183429,228722,Northern Territory,South America
1976-1985,32,338,45293,183429,228722,Northern Territory,South America
1986-1995,41,338,45293,183429,228722,Northern Territory,South America
1996-2005,47,338,45293,183429,228722,Northern Territory,South America
2006-2015,147016,253910,2067794,5407771,7475565,New South Wales,Southern Asia
1900-1945,77,253910,2067794,5407771,7475565,New South Wales,Southern Asia
1946-1955,630,253910,2067794,5407771,7475565,New South Wales,Southern Asia
1956-1965,1073,253910,2067794,5407771,7475565,New South Wales,Southern Asia
1966-1975,5687,253910,2067794,5407771,7475565,New South Wales,Southern Asia
1976-1985,6198,253910,2067794,5407771,7475565,New South Wales,Southern Asia
1986-1995,23599,253910,2067794,5407771,7475565,New South Wales,Southern Asia
1996-2005,48346,253910,2067794,5407771,7475565,New South Wales,Southern Asia
2006-2015,250,562,104898,292235,397133,Australian Capital Territory,Central Asia
1900-1945,0,562,104898,292235,397133,Australian Capital Territory,Central Asia
1946-1955,0,562,104898,292235,397133,Australian Capital Territory,Central Asia
1956-1965,0,562,104898,292235,397133,Australian Capital Territory,Central Asia
1966-1975,0,562,104898,292235,397133,Australian Capital Territory,Central Asia
1976-1985,19,562,104898,292235,397133,Australian Capital Territory,Central Asia
1986-1995,66,562,104898,292235,397133,Australian Capital Territory,Central Asia
1996-2005,183,562,104898,292235,397133,Australian Capital Territory,Central Asia
2006-2015,245,375,61071,448728,509799,Tasmania,Central and West Africa
1900-1945,0,375,61071,448728,509799,Tasmania,Central and West Africa
1946-1955,3,375,61071,448728,509799,Tasmania,Central and West Africa
1956-1965,10,375,61071,448728,509799,Tasmania,Central and West Africa
1966-1975,19,375,61071,448728,509799,Tasmania,Central and West Africa
1976-1985,7,375,61071,448728,509799,Tasmania,Central and West Africa
1986-1995,6,375,61071,448728,509799,Tasmania,Central and West Africa
1996-2005,58,375,61071,448728,509799,Tasmania,Central and West Africa
2006-2015,4611,11354,1013715,3687318,4701033,Queensland,Ireland
1900-1945,38,11354,1013715,3687318,4701033,Queensland,Ireland
1946-1955,322,11354,1013715,3687318,4701033,Queensland,Ireland
1956-1965,583,11354,1013715,3687318,4701033,Queensland,Ireland
1966-1975,1493,11354,1013715,3687318,4701033,Queensland,Ireland
1976-1985,978,11354,1013715,3687318,4701033,Queensland,Ireland
1986-1995,1387,11354,1013715,3687318,4701033,Queensland,Ireland
1996-2005,1473,11354,1013715,3687318,4701033,Queensland,Ireland
2006-2015,1854,4094,104898,292235,397133,Australian Capital Territory,Southern and East Africa
1900-1945,3,4094,104898,292235,397133,Australian Capital Territory,Southern and East Africa
1946-1955,20,4094,104898,292235,397133,Australian Capital Territory,Southern and East Africa
1956-1965,121,4094,104898,292235,397133,Australian Capital Territory,Southern and East Africa
1966-1975,234,4094,104898,292235,397133,Australian Capital Territory,Southern and East Africa
1976-1985,364,4094,104898,292235,397133,Australian Capital Territory,Southern and East Africa
1986-1995,418,4094,104898,292235,397133,Australian Capital Territory,Southern and East Africa
1996-2005,942,4094,104898,292235,397133,Australian Capital Territory,Southern and East Africa
2006-2015,114761,303093,6148891,17238226,23387117,Total,Middle East
1900-1945,316,303093,6148891,17238226,23387117,Total,Middle East
1946-1955,1874,303093,6148891,17238226,23387117,Total,Middle East
1956-1965,5032,303093,6148891,17238226,23387117,Total,Middle East
1966-1975,33190,303093,6148891,17238226,23387117,Total,Middle East
1976-1985,28566,303093,6148891,17238226,23387117,Total,Middle East
1986-1995,44464,303093,6148891,17238226,23387117,Total,Middle East
1996-2005,54854,303093,6148891,17238226,23387117,Total,Middle East
2006-2015,3,30,45293,183429,228722,Northern Territory,Micronesia
1900-1945,0,30,45293,183429,228722,Northern Territory,Micronesia
1946-1955,0,30,45293,183429,228722,Northern Territory,Micronesia
1956-1965,0,30,45293,183429,228722,Northern Territory,Micronesia
1966-1975,3,30,45293,183429,228722,Northern Territory,Micronesia
1976-1985,7,30,45293,183429,228722,Northern Territory,Micronesia
1986-1995,8,30,45293,183429,228722,Northern Territory,Micronesia
1996-2005,9,30,45293,183429,228722,Northern Territory,Micronesia
2006-2015,1236,4728,104898,292235,397133,Australian Capital Territory,New Zealand
1900-1945,25,4728,104898,292235,397133,Australian Capital Territory,New Zealand
1946-1955,49,4728,104898,292235,397133,Australian Capital Territory,New Zealand
1956-1965,173,4728,104898,292235,397133,Australian Capital Territory,New Zealand
1966-1975,526,4728,104898,292235,397133,Australian Capital Territory,New Zealand
1976-1985,802,4728,104898,292235,397133,Australian Capital Territory,New Zealand
1986-1995,781,4728,104898,292235,397133,Australian Capital Territory,New Zealand
1996-2005,912,4728,104898,292235,397133,Australian Capital Territory,New Zealand
2006-2015,1752,3960,61071,448728,509799,Tasmania,Maritime South-East Asia
1900-1945,16,3960,61071,448728,509799,Tasmania,Maritime South-East Asia
1946-1955,52,3960,61071,448728,509799,Tasmania,Maritime South-East Asia
1956-1965,114,3960,61071,448728,509799,Tasmania,Maritime South-East Asia
1966-1975,183,3960,61071,448728,509799,Tasmania,Maritime South-East Asia
1976-1985,328,3960,61071,448728,509799,Tasmania,Maritime South-East Asia
1986-1995,469,3960,61071,448728,509799,Tasmania,Maritime South-East Asia
1996-2005,606,3960,61071,448728,509799,Tasmania,Maritime South-East Asia
2006-2015,2431,21204,1013715,3687318,4701033,Queensland,South Eastern Europe
1900-1945,69,21204,1013715,3687318,4701033,Queensland,South Eastern Europe
1946-1955,1199,21204,1013715,3687318,4701033,Queensland,South Eastern Europe
1956-1965,2885,21204,1013715,3687318,4701033,Queensland,South Eastern Europe
1966-1975,4628,21204,1013715,3687318,4701033,Queensland,South Eastern Europe
1976-1985,1621,21204,1013715,3687318,4701033,Queensland,South Eastern Europe
1986-1995,3314,21204,1013715,3687318,4701033,Queensland,South Eastern Europe
1996-2005,4323,21204,1013715,3687318,4701033,Queensland,South Eastern Europe
2006-2015,3012,4679,796296,1676721,2473017,Western Australia,Central and West Africa
1900-1945,0,4679,796296,1676721,2473017,Western Australia,Central and West Africa
1946-1955,0,4679,796296,1676721,2473017,Western Australia,Central and West Africa
1956-1965,33,4679,796296,1676721,2473017,Western Australia,Central and West Africa
1966-1975,83,4679,796296,1676721,2473017,Western Australia,Central and West Africa
1976-1985,56,4679,796296,1676721,2473017,Western Australia,Central and West Africa
1986-1995,138,4679,796296,1676721,2473017,Western Australia,Central and West Africa
1996-2005,1035,4679,796296,1676721,2473017,Western Australia,Central and West Africa
2006-2015,692,3468,1013715,3687318,4701033,Queensland,Central America
1900-1945,0,3468,1013715,3687318,4701033,Queensland,Central America
1946-1955,4,3468,1013715,3687318,4701033,Queensland,Central America
1956-1965,13,3468,1013715,3687318,4701033,Queensland,Central America
1966-1975,56,3468,1013715,3687318,4701033,Queensland,Central America
1976-1985,290,3468,1013715,3687318,4701033,Queensland,Central America
1986-1995,1980,3468,1013715,3687318,4701033,Queensland,Central America
1996-2005,291,3468,1013715,3687318,4701033,Queensland,Central America
2006-2015,45132,69304,796296,1676721,2473017,Western Australia,Southern Asia
1900-1945,58,69304,796296,1676721,2473017,Western Australia,Southern Asia
